Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
USF DULCE VASCONCELOS,2002183,,PREFEITURA MUNICIPAL DE MANCIO LIMA,--,JURÍDICA,COL SANTA ANTONIO,S/N,( ),,ZONA RURAL,69990000,MANCIO LIMA - IBGE - 120033,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200332002183&VEstado=12&VCodMunicipio=120033,1200332002183,12,120033,53ff7b52ad1b544b5eae0830
UNIDADE S FAMILIA DR CERQUEIRA,2002272,,PREFEITURA MUNICIPAL DE MANCIO LIMA,--,JURÍDICA,AVENIDA JAPIIM,S/N,,PREDIO,GUARANI,69990000,MANCIO LIMA - IBGE - 120033,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200332002272&VEstado=12&VCodMunicipio=120033,1200332002272,12,120033,53ff7b52ad1b544b5eae0831
POSTO DE SAUDE SEBASTIAO SEVERINO,2002388,,PREFEITURA MUNICIPAL DE FEIJO,--,JURÍDICA,SERINGAL RIACHUELO,S/N,(68) 4633372,,ALTO RIO ENVIRA,69960000,FEIJO - IBGE - 120030,AC,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200302002388&VEstado=12&VCodMunicipio=120030,1200302002388,12,120030,53ff7b52ad1b544b5eae0832
POSTO DE SAUDE OSCAR PERES,2002337,,PREFEITURA MUNICIPAL DE FEIJO,--,JURÍDICA,SERINGAL PORTO RUBIM,S/N,(68) 4633372,,ALTO RIO ENVIRA,69960000,FEIJO - IBGE - 120030,AC,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200302002337&VEstado=12&VCodMunicipio=120030,1200302002337,12,120030,53ff7b52ad1b544b5eae0833
U S F SOFIA ALMEIDA BARRETO,6568629,,PREFEITURA MUNICIPAL DE MANCIO LIMA,--,JURÍDICA,RUA OSVALDO CORREIA SANTANA,105,(68)33431126,PREDIO,SAO FRANCISCO,69990000,MANCIO LIMA - IBGE - 120033,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200336568629&VEstado=12&VCodMunicipio=120033,1200336568629,12,120033,53ff7b53ad1b544b5eae0834
U S F JOSE ARAUJO,2000091,,PREFEITURA MUNICIPAL DE MANCIO LIMA,--,JURÍDICA,IRACEMA,S/N,(68) 3431554,PREDIO,IRACEMA,69990000,MANCIO LIMA - IBGE - 120033,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200332000091&VEstado=12&VCodMunicipio=120033,1200332000091,12,120033,53ff7b53ad1b544b5eae0835
U S F FRANCISCO ALENCAR,2002221,,PREFEITURA MUNICIPAL MANCIO LIMA,--,JURÍDICA,PARANA PENTECOSTE,258,(68)3431126,PREDIO,ZONA RURAL,69990000,MANCIO LIMA - IBGE - 120033,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200332002221&VEstado=12&VCodMunicipio=120033,1200332002221,12,120033,53ff7b53ad1b544b5eae0836
U S F QUINTINO RIO BRANCO LEBRE,2000105,,PREFEITURA MUNICIPAL DE MANCIO LIMA,--,JURÍDICA,AV JAPIIM,159,(68) 3431318,PREDIO,CENTRO,69990000,MANCIO LIMA - IBGE - 120033,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200332000105&VEstado=12&VCodMunicipio=120033,1200332000105,12,120033,53ff7b53ad1b544b5eae0837
SECRETARIA MUNICIPAL DE SAUDE,6458459,84319441000140,PREFEITURA MUNICIPAL DE MANCIO LIMA,--,JURÍDICA,RUA ALBERTO GADELHA DE OLIVEIRA,355,6833431126,,CENTRO,69990000,MANCIO LIMA - IBGE - 120033,AC,SECRETARIA DE SAUDE,MUNICIPAL/SEDE,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200336458459&VEstado=12&VCodMunicipio=120033,1200336458459,12,120033,53ff7b54ad1b544b5eae0838
POSTO DE SAUDE PUNHYANAUAS,2002175,,PREFEITURA MUNICIPAL DE MANCIO LIMA,--,JURÍDICA,BARAO,S/N,(68) 3431126,,BARAO,69990000,MANCIO LIMA - IBGE - 120033,AC,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200332002175&VEstado=12&VCodMunicipio=120033,1200332002175,12,120033,53ff7b54ad1b544b5eae0839
POSTO DE SAUDE JOAQUIN LOPES,2002205,,PREFEITURA MUNICIPAL DE MANCIO LIMA,--,JURÍDICA,SAO SALVADOR,S/N,(68)3431126,,RIO MOA,69990000,MANCIO LIMA - IBGE - 120033,AC,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200332002205&VEstado=12&VCodMunicipio=120033,1200332002205,12,120033,53ff7b55ad1b544b5eae083a
POSTO DE SAUDE JOAO ENEDINO,2002248,,PREFEITURA MUNICIPAL DE MANCIO LIMA,--,JURÍDICA,RIO AZUL,S/N,(68)3431126,,ZONA RURAL,69990000,MANCIO LIMA - IBGE - 120033,AC,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200332002248&VEstado=12&VCodMunicipio=120033,1200332002248,12,120033,53ff7b55ad1b544b5eae083b
POSTO DE SAUDE JOAO MARANHENSE,2002191,,PREFEITURA MUNICIPAL DE MANCIO LIMA,--,JURÍDICA,ZUMIRA,S/N,,RIO MOA,ZONA RURAL,69990000,MANCIO LIMA - IBGE - 120033,AC,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200332002191&VEstado=12&VCodMunicipio=120033,1200332002191,12,120033,53ff7b55ad1b544b5eae083c
POSTO DE SAUDE JOAO BATISTA,2002167,,PREFEITURA MUNICIPAL DE MANCIO LIMA,--,JURÍDICA,REPUBLICA,S/N,(68) 3431126,,REPUBLICA,69990000,MANCIO LIMA - IBGE - 120033,AC,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200332002167&VEstado=12&VCodMunicipio=120033,1200332002167,12,120033,53ff7b56ad1b544b5eae083d
POSTO DE SAUDE IRACEMA BANDEIRA DA ROCHA,2002256,,PREFEITURA MUNICIPAL DE MANCIO LIMA,--,JURÍDICA,RIO AZUL,S/N,(68)3431126,,ZONA RURAL,69990000,MANCIO LIMA - IBGE - 120033,AC,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200332002256&VEstado=12&VCodMunicipio=120033,1200332002256,12,120033,53ff7b56ad1b544b5eae083e
POLO BASE DE MANCIO LIMA,6955525,,PREFEITURA MUNICIPAL DE MANCIO LIMA,--,JURÍDICA,AVENIDA JAPIIM,S/N,6833431306,PREDIO,JOSE MARTINS,69990000,MANCIO LIMA - IBGE - 120033,AC,UNIDADE DE ATENCAO A SAUDE INDIGENA,POLO-BASE TIPO I,FEDERAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200336955525&VEstado=12&VCodMunicipio=120033,1200336955525,12,120033,53ff7b57ad1b544b5eae083f
POSTO DE SAUDE GLICERIO SABINO,2002213,,PREFEITURA MUNICIPALDE MANCIO LIMA,--,JURÍDICA,BOM SUSSEGO,S/N,(68)3431126,,RIO AZUL,69990000,MANCIO LIMA - IBGE - 120033,AC,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200332002213&VEstado=12&VCodMunicipio=120033,1200332002213,12,120033,53ff7b57ad1b544b5eae0840
POSTO DE SAUDE GESILDA MOREIRA MAIA,2002264,,PREFEITURA MUNICIPAL DE MANCIO LIMA,--,JURÍDICA,SERINGAL BELO MONTE,S/N,(68)3431126,,RIO MOA,69990000,MANCIO LIMA - IBGE - 120033,AC,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200332002264&VEstado=12&VCodMunicipio=120033,1200332002264,12,120033,53ff7b57ad1b544b5eae0841
LABSUL UNIDADE MANCIO LIMA,7290365,04665002000231,LUIZ AUGUSTO N O BATISTA EIRELI EPP,--,JURÍDICA,AVENIDA JAPIIM,891,068 3322 5298,SALA 02,CENTRO,69990000,MANCIO LIMA - IBGE - 120033,AC,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200337290365&VEstado=12&VCodMunicipio=120033,1200337290365,12,120033,53ff7b58ad1b544b5eae0842
HOSPITAL DR ABEL PINHEIRO MACIEL FILHO,2000083,04034526002006,SECRETARIA DE ESTADO DE SAUDE,--,JURÍDICA,AV JAPIIM,S/N,(68) 3343 1026,,CENTRO,69990000,MANCIO LIMA - IBGE - 120033,AC,HOSPITAL GERAL,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200332000083&VEstado=12&VCodMunicipio=120033,1200332000083,12,120033,53ff7b58ad1b544b5eae0843
CAPS NOVA VIDA RAIMUNDO MOREIRA MARQUES,7487037,,PREFEITURA MUNICIPAL DE MANCIO LIMA,--,JURÍDICA,AVENIDA JAPIIM,355,6833431126,PREDIO,CENTRO,69990000,MANCIO LIMA - IBGE - 120033,AC,CENTRO DE ATENCAO PSICOSSOCIAL,CAPS I,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200337487037&VEstado=12&VCodMunicipio=120033,1200337487037,12,120033,53ff7b58ad1b544b5eae0844
AMBULANCIA USB MANCIO LIMA,7008589,,SECRETARIA DE ESTADO DE SAUDE,--,JURÍDICA,AV JAPIIN,S/N,,,JOSE MARTINS,69990000,MANCIO LIMA - IBGE - 120033,AC,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200337008589&VEstado=12&VCodMunicipio=120033,1200337008589,12,120033,53ff7b59ad1b544b5eae0845
CASAI MANCIO LIMA,7345224,,DISTRITO SANITARIO ESPECIAL DE SAUDE INDIGENA,--,JURÍDICA,RUA 21 DE ABRIL,S/N,6833431452,PREDIO,GUARANI,69990000,MANCIO LIMA - IBGE - 120033,AC,UNIDADE DE ATENCAO A SAUDE INDIGENA,UNIDADE DE APOIO INDIGENA,FEDERAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200337345224&VEstado=12&VCodMunicipio=120033,1200337345224,12,120033,53ff7b59ad1b544b5eae0846
ACADEMIA DA SAUDE LUIZ BERNARDO RAMOS,7257937,,SECRETARIA MUNICIPAL DE SAUDE,--,JURÍDICA,RUA PROFESSORA FRANCISCA OLIVEIRA,100,6833431126,,CENTRO,69990000,MANCIO LIMA - IBGE - 120033,AC,POLO ACADEMIA DA SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200337257937&VEstado=12&VCodMunicipio=120033,1200337257937,12,120033,53ff7b5aad1b544b5eae0847
ACADEMIA DA SAUDE DJALMA NUNES DA ROCHA,7297203,,SECRETARIA MUNICIPAL DE SAUDE,--,JURÍDICA,GUIOMAR PINHEIRO FREIRE SETOR 8 QUADRA 55,S/N,6833431126,,SAO FRANCISCO,69990000,MANCIO LIMA - IBGE - 120033,AC,POLO ACADEMIA DA SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200337297203&VEstado=12&VCodMunicipio=120033,1200337297203,12,120033,53ff7b5aad1b544b5eae0848
SESACRE UNIDADE MISTA DE MANOEL URBANO,2000970,04034526001700,SECRETARIA DE ESTADO DE SAUDE,--,JURÍDICA,RUA FRANCISCO FREITAS,S/N,(68) 3611-1006,,SAO JOSE,69950000,MANOEL URBANO - IBGE - 120034,AC,UNIDADE MISTA,,ESTADUAL,DUPLA,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200342000970&VEstado=12&VCodMunicipio=120034,1200342000970,12,120034,53ff7b5aad1b544b5eae0849
SECRETARIA MUNICIPAL DE SAUDE,6585205,,PREFEITURA MUNICIPAL DE MANOEL URBANO,--,JURÍDICA,VALERIO CALDAS DE MAGALHAES,S/N,(68) 3611-1106,,CENTRO,69950000,MANOEL URBANO - IBGE - 120034,AC,SECRETARIA DE SAUDE,MUNICIPAL/SEDE,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200346585205&VEstado=12&VCodMunicipio=120034,1200346585205,12,120034,53ff7b5bad1b544b5eae084a
UNIDADE MOVEL JOAO SOBRERA,5354862,,PREFEITURA MUNICIPAL DE MANUEL URBANO,--,JURÍDICA,AREA PORTUARIA,S/N,,,CENTRO,69950000,MANOEL URBANO - IBGE - 120034,AC,UNIDADE MOVEL FLUVIAL,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200345354862&VEstado=12&VCodMunicipio=120034,1200345354862,12,120034,53ff7b5bad1b544b5eae084b
DEPARTAMENTO DE VIGILANCIA SANITARIA DE M URBANO,2002140,,PREFEITURA MUNICIPAL DE MANOEL URBANO,--,JURÍDICA,AV VALERIO CALDAS DE MAGALHAES,S/N,(68) 611-1194,,CENTRO,69950000,MANOEL URBANO - IBGE - 120034,AC,UNIDADE DE VIGILANCIA EM SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200342002140&VEstado=12&VCodMunicipio=120034,1200342002140,12,120034,53ff7b5cad1b544b5eae084c
POLO BASE DE MANOEL URBANO,7419279,,DISTRITO SANITARIO ESPECIAL DE SAUDE INDIGENA ALTO RIO PURUS,--,JURÍDICA,MENDES ARAUJO,276,,,SAO JOSE,69950000,MANOEL URBANO - IBGE - 120034,AC,UNIDADE DE ATENCAO A SAUDE INDIGENA,POLO-BASE TIPO II,FEDERAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200347419279&VEstado=12&VCodMunicipio=120034,1200347419279,12,120034,53ff7b5cad1b544b5eae084d
CENTRO DE SAUDE JOSEFA NUNES,2000962,,PREFEITURA MUNICIPAL DE MANUEL URBANO,--,JURÍDICA,RUA FRANCISCO FERREIRA MENDES,S/N,(68) 3611-1110,,SAO FRANCISCO,69950000,MANOEL URBANO - IBGE - 120034,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200342000962&VEstado=12&VCodMunicipio=120034,1200342000962,12,120034,53ff7b5cad1b544b5eae084e
ACADEMIA DE SAUDE,7560877,,PREFEITURA MUNICIPAL DE MANUEL URBANO,--,JURÍDICA,MENDES ARAUJO,S/N,,,SAO FRANCISCO,69950000,MANOEL URBANO - IBGE - 120034,AC,POLO ACADEMIA DA SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200347560877&VEstado=12&VCodMunicipio=120034,1200347560877,12,120034,53ff7b5dad1b544b5eae084f
CENTRO DE SAUDE INACIO RIBEIRO DA SILVA,2000954,,PREFEITURA MUNICIPAL DE MANUEL URBANO,--,JURÍDICA,RUA VALERIO G DE MAGALHAES,S/N,(68) 6111363,,CENTRO,69950000,MANOEL URBANO - IBGE - 120034,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200342000954&VEstado=12&VCodMunicipio=120034,1200342000954,12,120034,53ff7b5dad1b544b5eae0850
USF ROSENDO RODRIGUES,3591018,,PREFEITURA MUNICIPAL DE MARECHAL THAUMATURGO,--,JURÍDICA,RIO JURUA,S/N,68 33251048,ZONA RURAL,VILA FOZ DO BREU,69983000,MARECHAL THAUMATURGO - IBGE - 120035,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200353591018&VEstado=12&VCodMunicipio=120035,1200353591018,12,120035,53ff7b5dad1b544b5eae0851
USF LUIZ FONTINELI,3590992,,PREFEITURA MUNICIPAL DE MARECHAL THAUMATURGO,--,JURÍDICA,ZONA RURAL,S/N,68 33251048,,VILA RESTAURACAO,69983000,MARECHAL THAUMATURGO - IBGE - 120035,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200353590992&VEstado=12&VCodMunicipio=120035,1200353590992,12,120035,53ff7b5ead1b544b5eae0852
USF DR NALDIR MARIANO,2002132,,PREFEITURA MUN DE MAL THAUMATURGO,--,JURÍDICA,RUA FRANCISCO BEZERRA,S/N,(68)3251048,,CENTRO,69983000,MARECHAL THAUMATURGO - IBGE - 120035,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200352002132&VEstado=12&VCodMunicipio=120035,1200352002132,12,120035,53ff7b5fad1b544b5eae0853
SECRETARIA MUNICIPAL DE SAUDE MARECHAL THAUMATURGO,6504833,,PREFEITURA MUNICIPAL DE MARECHAL THAUMATURGO,--,JURÍDICA,RUA FRANCISCO BEZERRA,S/N,(68)3325-1048,ANEXO A N MARIANO,CENTRO,69983000,MARECHAL THAUMATURGO - IBGE - 120035,AC,SECRETARIA DE SAUDE,MUNICIPAL/SEDE,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200356504833&VEstado=12&VCodMunicipio=120035,1200356504833,12,120035,53ff7b5fad1b544b5eae0854
UNIDADE MISTA DE MARECHAL THAUMATURGO,2001594,04034526002600,SECRETARIA DE ESTADO DE SAUDE,--,JURÍDICA,RUA 05 DE NOVEMBRO,S/N,(68)33251298,CENTRO,CENTRO,69983000,MARECHAL THAUMATURGO - IBGE - 120035,AC,UNIDADE MISTA,,ESTADUAL,DUPLA,ADMINISTRACO DIRETA DE OUTROS ORGAOS (MEC,MEx,Marinha,etc),MANTIDA,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200352001594&VEstado=12&VCodMunicipio=120035,1200352001594,12,120035,53ff7b5fad1b544b5eae0855
PROGRAMA DE SAUDE DA FAMILIA MOVEL,6490689,,PREFEITURA MUNICIPAL DE MARECHAL THAUMATURGO,--,JURÍDICA,COMUNIDADE BELFORT,S/N,(68)3325-1048,RIO JURUA,ZONA RURAL,69983000,MARECHAL THAUMATURGO - IBGE - 120035,AC,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200356490689&VEstado=12&VCodMunicipio=120035,1200356490689,12,120035,53ff7b60ad1b544b5eae0856
LABORATORIO DE ANALISES CLINICAS MARECHAL THAUMATURGO,6828450,,PREFEITURA DE MARECHAL THAUMATURGO,--,JURÍDICA,RUA FRANCISCO BEZERRA,126,68-3325-1048,SEMSA,CENTRO,69983000,MARECHAL THAUMATURGO - IBGE - 120035,AC,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200356828450&VEstado=12&VCodMunicipio=120035,1200356828450,12,120035,53ff7b60ad1b544b5eae0857
VIGILANCIA AMBIENTAL ENDEMIAS,3519953,,PREFEITURA MUNICIPAL DE PLACIDO DE CASTRO,--,JURÍDICA,RUA EPAMINONDA JACOME,S/N,(68)3237 - 1592,CASA,CENTRO,69928000,PLACIDO DE CASTRO - IBGE - 120038,AC,UNIDADE DE VIGILANCIA EM SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200383519953&VEstado=12&VCodMunicipio=120038,1200383519953,12,120038,53ff7b61ad1b544b5eae0858
UNIDADE MISTA ANA NERY,2000822,04034526000810,SECRETARIA DE ESTADO DE SAUDE,--,JURÍDICA,RUA KAXINAUAS,0339,(68) 3267 1195,,CENTRO,69928000,PLACIDO DE CASTRO - IBGE - 120038,AC,UNIDADE MISTA,,ESTADUAL,DUPLA,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200382000822&VEstado=12&VCodMunicipio=120038,1200382000822,12,120038,53ff7b61ad1b544b5eae0859
U S F RAIMUNDO NONATO DE SOUZA MARQUES,5360064,,PREFEITURA MUNICIPAL DE PLACIDO DE CASTRO,--,JURÍDICA,RODOVIA AC 475 KM 14,S/N,(68) 3237 1592,,ZONA RURAL,69928000,PLACIDO DE CASTRO - IBGE - 120038,AC,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200385360064&VEstado=12&VCodMunicipio=120038,1200385360064,12,120038,53ff7b61ad1b544b5eae085a
U S F PA TRIUNFO PSF MOVEL,5360080,,PREFEITURA MUNICIPAL DE DE PLACIDO DE CASTRO,--,JURÍDICA,AC 40 KM 25 TRIUNFO,,(68) 3237 1592,,ZONA RURAL,69928000,PLACIDO DE CASTRO - IBGE - 120038,AC,POSTO DE SAUDE,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1200385360080&VEstado=12&VCodMunicipio=120038,1200385360080,12,120038,53ff7b62ad1b544b5eae085b
