Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
UNIDADE DE SAUDE DA FAMILIA HAMILTON RAULINO GONDIN,6670547,,PREFEITURA DO MUNICIPIO DE PORTO VELHO,--,JURÍDICA,JOSE AMADOR DOS REIS,3514,,,TANCREDO NEVES,76820739,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100206670547&VEstado=11&VCodMunicipio=110020,1100206670547,11,110020,53ff416489065c68347bb6ed
UNIDADE DE SAUDE DA FAMILIA JACY PARANA,2806886,,PREFEITURA MUNICIPAL DE PORTO VELHO,--,JURÍDICA,SEBASTIAO GOMES NOVA JACY,753,,,DISTRITO JACY PARANA,76820739,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202806886&VEstado=11&VCodMunicipio=110020,1100202806886,11,110020,53ff416489065c68347bb6ee
UNIDADE DE SAUDE DA FAMILIA ERNANDE C COUTINHO,2806789,,PREEITURA DO MUNICIPIO DE PORTO VELHO,--,JURÍDICA,AV MAMORE,5002,(69)2154070,,ESP DA COMUNIDADE,76820739,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202806789&VEstado=11&VCodMunicipio=110020,1100202806789,11,110020,53ff416489065c68347bb6ef
UNIDADE DE SAUDE DA FAMILIA FORTALEZA DO ABUNA,2806797,,PREFEITURA DO MUNICIPIO DE PORTO VELHO,--,JURÍDICA,FORTALEZA DO ABUNA BR 364 SENTIDO ACRE,S/N,,,DISTRITO FORTALEZA D,76820739,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202806797&VEstado=11&VCodMunicipio=110020,1100202806797,11,110020,53ff416489065c68347bb6f0
UNIDADE DE SAUDE DA FAMILIA CALADINHO,2806592,,PREFEITURA DO MUNICIPIO DE PORTO VELHO,--,JURÍDICA,RUA TANCREDO NEVES,600,,,CALADINHO,76820739,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202806592&VEstado=11&VCodMunicipio=110020,1100202806592,11,110020,53ff416689065c68347bb6f1
UNIDADE DE SAUDE DA FAMILIA DR RENATO MEDEIROS,2802716,,PREFEITURA MUNICIPAL DE PORTO VELHO,--,JURÍDICA,RUA MAGNO ASSOLINO,S/N,(69)2271226,,CIDADE DO LOBO,76820739,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202802716&VEstado=11&VCodMunicipio=110020,1100202802716,11,110020,53ff416689065c68347bb6f2
UNIDADE DE SAUDE DA FAMILIA DE EXTREMA,2806649,,PREFEITURA DO MUNICIPIO DE PORTO VELHO,--,JURÍDICA,EXTREMA SENTIDO BR 364 SENTIDO ACRE,S/N,(68)2381224,,DISTRITO EXTREMA,76820739,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202806649&VEstado=11&VCodMunicipio=110020,1100202806649,11,110020,53ff416789065c68347bb6f3
UNIDADE DE SAUDE DA FAMILIA DE SAO SEBASTIAO,5822793,,PREFEITURA DO MUNICIPIO DE PORTO VELHO,--,JURÍDICA,CASTRO ALVES,5899,,,SAO SEBASTIAO 1,76820739,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205822793&VEstado=11&VCodMunicipio=110020,1100205822793,11,110020,53ff416789065c68347bb6f4
UNIDADE DE SAUDE DA FAMILIA DE ALIANCA,6582915,,PREFEITURA MUNICIPAL DE PORTO VELHO,--,JURÍDICA,LINHA 28 DE NOVEMBRO,S/N,,KM 39,ESTRADA DA PENAL,76802000,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100206582915&VEstado=11&VCodMunicipio=110020,1100206582915,11,110020,53ff416789065c68347bb6f5
UNIDADE DE SAUDE DA FAMILIA BENJAMIM SILVA,2806576,,PREFEITURA DO MUNICIPIO DE PORTO VELHO,--,JURÍDICA,CALAMA,S/N,,BAIXO MADEIRA,DISTRITO CALAMA,76820739,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202806576&VEstado=11&VCodMunicipio=110020,1100202806576,11,110020,53ff416889065c68347bb6f6
UNIDADE DE SAUDE DA FAMILIA AGENOR DE CARVALHO PORTO VELHO,2806568,,PREFEITURA DO MUNICIPIO DE PORTO VELHO,--,JURÍDICA,RUA ESTER SALES,1209,(69)2220006,ANTIGO RUA 10,AGENOR DE CARVALHO,76820739,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202806568&VEstado=11&VCodMunicipio=110020,1100202806568,11,110020,53ff416889065c68347bb6f7
UNIDADE DE SAUDE DA FAMILIA APONIA,5695880,,PREFEITURA MUNICIPAL DE PORTO VELHO,--,JURÍDICA,ANDREIA,S/N,,,APONIA,76820739,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205695880&VEstado=11&VCodMunicipio=110020,1100205695880,11,110020,53ff416889065c68347bb6f8
UNIDADE DE SAUDE DA FAMILIA ABUNA,2806541,,PREFEITURA DO MUNICIPIO DE PORTO VELHO,--,JURÍDICA,ABUNA BR 364 SENTIDO ACRE,S/N,,,DISTRITO ABUNA,76820739,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202806541&VEstado=11&VCodMunicipio=110020,1100202806541,11,110020,53ff416889065c68347bb6f9
UNID DE SAUDE DR FLORIANO RIVA FILHO,3326292,,PREFEITURA DO MUNICIPIO DE PORTO VELHO,--,JURÍDICA,AV CALAMA,S/N,,CAI NAGUA,CENTRO,78905230,PORTO VELHO - IBGE - 110020,RO,UNIDADE MOVEL FLUVIAL,,MUNICIPAL,MUNICIPAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100203326292&VEstado=11&VCodMunicipio=110020,1100203326292,11,110020,53ff416889065c68347bb6fa
UNICLIN,7087314,16367103000124,K S A OTAKARA ME,--,JURÍDICA,AV IMIGRANTES,3181,,,COSTA ESILVA,76803611,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,5490/12,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207087314&VEstado=11&VCodMunicipio=110020,1100207087314,11,110020,53ff416989065c68347bb6fb
UNIAO FARMA,7265778,17872907000143,MUNIZ E SILVA LTDA,--,JURÍDICA,AV 03 DE DEZEMBRO,704,,,UNIAO BANDEIRANTES,76841000,PORTO VELHO - IBGE - 110020,RO,FARMACIA,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207265778&VEstado=11&VCodMunicipio=110020,1100207265778,11,110020,53ff416989065c68347bb6fc
ULTRA MED,7381662,10917103000174,RAD IMAGEM S S LTDA,--,JURÍDICA,RUA ANGICO,5040,6932250013,,NOVA FLORESTA,76808092,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207381662&VEstado=11&VCodMunicipio=110020,1100207381662,11,110020,53ff416989065c68347bb6fd
ULTRACENTER,5174562,63753479000157,AUREA AFONSINA PEREIRA DE ARAUJO,--,JURÍDICA,RUA JOAQUIM NABUCO,2708,69-32246539,,SAO CRISTOVAO,76804074,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,CENTRO ESPECIALIZADO EM REABILITAÇÃO (CER),PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205174562&VEstado=11&VCodMunicipio=110020,1100205174562,11,110020,53ff416a89065c68347bb6fe
TECNOCLIN ASSISTENCIA MEDICA,6565123,11141008000194,TECNOCLIN ASSISTENCIA MEDICA LTDA ME,--,JURÍDICA,RUA PADRE MORETTI,3106,69 3229 5709,,LIBERDADE,76803854,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,1734.0116/2010 PROVISORIO,SES,16/03/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100206565123&VEstado=11&VCodMunicipio=110020,1100206565123,11,110020,53ff416a89065c68347bb6ff
TRABALHO E SAUDE ASSESSORIA MEDICA,5365538,14657175000180,SILAS ANTONIO ROSA,--,JURÍDICA,AV CARLOS GOMES,770,6932242941,,CENTRO,78900030,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,0102/2007,SES,13/04/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205365538&VEstado=11&VCodMunicipio=110020,1100205365538,11,110020,53ff416a89065c68347bb700
TATIANA LEAL DA CONCEICAO GAMA,7068999,,TATIANA LEAL DA CONCEICAO GAMA,--,FÍSICA,RUA SENADOR ALVARO MAIA,1600,(69) 3216 1175,,OLARIA,76801270,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207068999&VEstado=11&VCodMunicipio=110020,1100207068999,11,110020,53ff416b89065c68347bb701
TAKAYASSU,7165846,17250524000133,TAKAYASSU ALEMAO ESPECIALIDADES MEDICAS LTDA,--,JURÍDICA,RUA AFONSO PENA,1212,,,NOSSA SR DAS GRACAS,76801010,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,5916/13,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207165846&VEstado=11&VCodMunicipio=110020,1100207165846,11,110020,53ff416b89065c68347bb702
SUZIANE NUNES DOS SANTOS,7220065,,SUZIANE NUNES DOS SANTOS,--,FÍSICA,AV 7 DE SETEMBRO,984,,,CENTRO,76801096,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,6080,SMS,18/07/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207220065&VEstado=11&VCodMunicipio=110020,1100207220065,11,110020,53ff416b89065c68347bb703
SOS RIM,7316666,18154478000131,SOS RIM DE PORTO VELHO LTDA ME,--,JURÍDICA,AVENIDA CALAMA,3493,69 3222 6707,,EMBRATEL,76820865,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,0206,SES,02/09/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207316666&VEstado=11&VCodMunicipio=110020,1100207316666,11,110020,53ff416b89065c68347bb704
SORRISO PERFEITO,7275110,14174495000180,RODRIGO SILVA BRAGA ME,--,JURÍDICA,RUA UNIAO,1694,,,SAO FRANCISCO,76813276,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207275110&VEstado=11&VCodMunicipio=110020,1100207275110,11,110020,53ff416c89065c68347bb705
SORRIR MAIS CONSULTORIO ODONTOLOGICO,7309694,14008628000148,MORAES E LEAL CENTRO ODONTOLOGICO LTDA,--,JURÍDICA,RUA ALEXANDRE GUIMARAES,8119,,,TANCREDO NEVES,76829583,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207309694&VEstado=11&VCodMunicipio=110020,1100207309694,11,110020,53ff416c89065c68347bb706
SORRIR CONSULTORIA ODONTOLOGICO,7087322,,JONES KOSTRZYCHI DA SILVA,--,FÍSICA,AV JATUARANA ODONTOLOGICO,3614,,,CONCEICAO,76808426,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,5261/12,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207087322&VEstado=11&VCodMunicipio=110020,1100207087322,11,110020,53ff416c89065c68347bb707
SORRIDENTS,6531067,10404874000168,BIJELLA BIJELLA LTDA,--,JURÍDICA,AVENIDA PINHEIRO MACHADO,1513,69 3229 0444,,OLARIA,76801247,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100206531067&VEstado=11&VCodMunicipio=110020,1100206531067,11,110020,53ff416d89065c68347bb708
SORAIA APARECIDA LOPES GONCALVES CHIANCA,7268289,,SORAIA APARECIDA LOPES GONCALVES CHIANCA,--,FÍSICA,AV JOSE VIEIRA CAULA,3801,,,EMBRATEL,76801020,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207268289&VEstado=11&VCodMunicipio=110020,1100207268289,11,110020,53ff416d89065c68347bb709
SONIA KARINA ALVES DOS ANJOS,5132088,,SONIA KARINA ALVES DOS ANJOS,--,FÍSICA,AV CALAMA,2765,69-3026-7061,,LIBERDADE,78904100,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,297/2006,SES,25/07/2006,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205132088&VEstado=11&VCodMunicipio=110020,1100205132088,11,110020,53ff416d89065c68347bb70a
SOEP,7209207,07424177000164,SOEP SISTEMA ODONTOLOGICO LTDA,--,JURÍDICA,RUA ELIAS GORAYEB,920,,,N S DAS GRACAS,76804432,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207209207&VEstado=11&VCodMunicipio=110020,1100207209207,11,110020,53ff416d89065c68347bb70b
SO DENTE,7108141,13953741000139,SO DENTE SERVICOS DE ONDOTOLOGIA LTDA,--,JURÍDICA,AV CALAMA,6846,,,IGARAPE,76801020,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,5566/12,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207108141&VEstado=11&VCodMunicipio=110020,1100207108141,11,110020,53ff416e89065c68347bb70c
SMA,7236107,84640853000188,S M A SERVICOS MEDICOS ANESTESIOLOGICOS LTDA ME,--,JURÍDICA,AVENIDA CAMPOS SALES,3021,69 3026 4009,,CENTRO,76801243,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207236107&VEstado=11&VCodMunicipio=110020,1100207236107,11,110020,53ff416e89065c68347bb70d
SISO,5347254,08704882000188,SISO SISTEMA INTEGRADO DE SERVICOS ODONTOLOGICOS LTDA,--,JURÍDICA,AV CARLOS GOMES,1595,69-384059425,,SAO CRISTOVAO,78901200,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,1004/364/06,SES,26/07/2006,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205347254&VEstado=11&VCodMunicipio=110020,1100205347254,11,110020,53ff416e89065c68347bb70e
SISAD,4002253,06088863000149,SISTEMA DE APOIO E DESENVOLVIMENTO SISAD,--,JURÍDICA,AV JATUARANA,3654,69-32282525,,ELDORADO,78900900,PORTO VELHO - IBGE - 110020,RO,CENTRO DE SAUDE/UNIDADE BASICA,,PRIVADA,,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100204002253&VEstado=11&VCodMunicipio=110020,1100204002253,11,110020,53ff416f89065c68347bb70f
SINDICATO RURAL DE PORTO VELHO,2808420,63762538000153,SINDICATO RURAL DE PORTO VELHO,--,JURÍDICA,RUA HENRIQUE DIAS,307,(69)2290515,,CENTRO,76820739,PORTO VELHO - IBGE - 110020,RO,POSTO DE SAUDE,,PRIVADA,MUNICIPAL,SINDICATO,INDIVIDUAL,3581/2007,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100202808420&VEstado=11&VCodMunicipio=110020,1100202808420,11,110020,53ff416f89065c68347bb710
SIMPSON SERVICOS DE FONOAUDIOLOGIA,5702003,09341510000105,M S DE SOUZA SIMPSON SERVICOS DE FONOAUDIOLOGIA,--,JURÍDICA,RUA PAULO LEAL,381,69-3221-9001,SALA 110 ANDAR 1,CENTRO,76801094,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,0031/2008,SES,07/03/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205702003&VEstado=11&VCodMunicipio=110020,1100205702003,11,110020,53ff417089065c68347bb711
SIMONE AUGUSTA VARQUER ARAUJO ME,3904989,07622389000156,SIMONE AUGUSTA VARQUER ARAUJO ME,--,JURÍDICA,AV GOV JORGE TEIXEIRA,2708,69-,,EMBRATEL,76820892,PORTO VELHO - IBGE - 110020,RO,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100203904989&VEstado=11&VCodMunicipio=110020,1100203904989,11,110020,53ff417089065c68347bb712
SILVIA BRASILEIRO SILVA,6602622,,SILVIA BRASILEIRO SILVA,--,FÍSICA,AVENIDA CAMPOS SALES,3197,,BENJAMIN CONSTANT,OLARIA,76801243,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,FUNDACAO PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100206602622&VEstado=11&VCodMunicipio=110020,1100206602622,11,110020,53ff417089065c68347bb713
SILVA CUSTODIO LTDA,3969886,04720214000193,SILVA CUSTODIO LTDA,--,JURÍDICA,RUA JOAQUIM NABUCO,2718,69-32237963,,SAO CRISTOVAO,78900900,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100203969886&VEstado=11&VCodMunicipio=110020,1100203969886,11,110020,53ff417189065c68347bb714
SIDRACK GOMES DA SILVA,5160383,,SIDRACK GOMES DA SILVA,--,FÍSICA,RUA JOAQUIM NABUCO,2875,,,OLARIA,76801261,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205160383&VEstado=11&VCodMunicipio=110020,1100205160383,11,110020,53ff417189065c68347bb715
SHIZEN,6849717,10942986000172,SHIZEN CLINICA DE DERMATOLOGIA E FISIOTERAPIA ESTETICA LTDA,--,JURÍDICA,AVENIDA CARLOS GOMES,1322,69 3224 6174,,CENTRO,76801108,PORTO VELHO - IBGE - 110020,RO,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100206849717&VEstado=11&VCodMunicipio=110020,1100206849717,11,110020,53ff417289065c68347bb716
SHIRLEY FERREIRA CHAVES,7320124,,SHIRLEY FERREIRA CHAVES,--,FÍSICA,RUA CAMPOS SALES,3478,,,OLARIA,76801280,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207320124&VEstado=11&VCodMunicipio=110020,1100207320124,11,110020,53ff417289065c68347bb717
SETTON SERVICOS EM SAUDE,7456026,17512456000133,SETTON SERVICOS EM SAUDE LTDA,--,JURÍDICA,RUA QUINTINO BOCAIUVA,1850,,,SAO CRISTOVAO,76804076,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207456026&VEstado=11&VCodMunicipio=110020,1100207456026,11,110020,53ff417389065c68347bb718
SESC CENTRO,6995357,03743123000291,SESC ADMINISTRACAO REGIONAL NO ESTADO DE RONDONIA,--,JURÍDICA,AV PRESIDENTE DUTRA,2765,69 3229 6006,,CENTRO,76801059,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,SERVIÇO SOCIAL AUTONOMO,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100206995357&VEstado=11&VCodMunicipio=110020,1100206995357,11,110020,53ff417389065c68347bb719
SERVICO DE CIRURGIA ESPECIALIZADA DE RONDONIA S C LTDA,5106915,04848290000189,SERVICO DE CIRURGIA ESPECIALIZADA DE RONDONIA S C LTDA,--,JURÍDICA,RUA ALVARO MAIA,1600,69-32161116,SALAS 1 A3,OLARIA,76801313,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,007/2006,SES,12/01/2006,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100205106915&VEstado=11&VCodMunicipio=110020,1100205106915,11,110020,53ff417389065c68347bb71a
SERENITY ATENDIMENTOS ESPECIALIZADOS,7205899,17481035000192,SERENITY ATENDIMENTOS ESPECIALIZADOS LTDA,--,JURÍDICA,RUA PAULO LEAL,1072,69 8494-5437,,N SENHORA DAS GRACAS,76804128,PORTO VELHO - IBGE - 110020,RO,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,6073/13,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1100207205899&VEstado=11&VCodMunicipio=110020,1100207205899,11,110020,53ff417489065c68347bb71b
