Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
JORGE PUGA REBELO,6868096,,JORGE PUGA REBELO,--,FÍSICA,AV GENERALISSIMO DEODORO,236,91- 32230-1188,,NAZARE,66055904,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,501/11,SMS,10/05/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406868096&VEstado=15&VCodMunicipio=150140,1501406868096,15,150140,5407df66f879f435299d3283
JORGE PINHEIRO LOUREIRO DO AMARAL,5227771,,JORGE PINHEIRO LOUREIRO DO AMARAL,--,FÍSICA,RUA DOS MUNDURUCUS,3442,32497868,,BELEM,66025660,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,01035/06,SMS,11/08/2006,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501405227771&VEstado=15&VCodMunicipio=150140,1501405227771,15,150140,5407df66f879f435299d3284
JOELMA FERNANDA CAMPOS BEZERRA DE OLIVEIRA,6169155,,JOELMA FERNANDA CAMPOS BEZERRA DE OLIVEIRA,--,FÍSICA,TRAVESSA SAO PEDRO,566,32241574,SALA 606,BATISTA CAMPOS,66023705,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,01330/08,SMS,13/08/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406169155&VEstado=15&VCodMunicipio=150140,1501406169155,15,150140,5407df69f879f435299d3285
JOAO MARIA MORAES COELHO,2332795,,JOAO MARIA MORAES COELHO,--,FÍSICA,TRAV CRISTOVAO COLOMBO,274,(91)2274110,,ICOARACI,66810000,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501402332795&VEstado=15&VCodMunicipio=150140,1501402332795,15,150140,5407df6af879f435299d3286
JOAO LUIZ LEVY LOBO,6795935,,JOAO LUIZ LEVY LOBO,--,FÍSICA,RUA FERREIRA CANTAO,454,99817687,SALA 112,CAMPINA,66017110,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,5835/11,SMS,10/06/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406795935&VEstado=15&VCodMunicipio=150140,1501406795935,15,150140,5407df6af879f435299d3287
JOAO PAULO GOMES DE SOUZA MEIRA,6340024,,JOAO PAULO GOMES DE SOUZA MEIRA,--,FÍSICA,AV JOSE MALCHER,168,9132256384,SL T04,NAZARE,66035100,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,0758/09,SMS,15/06/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406340024&VEstado=15&VCodMunicipio=150140,1501406340024,15,150140,5407df6af879f435299d3288
JOAO PEREIRA LIMA NETO,6150381,,JOAO PEREIRA LIMA NETO,--,FÍSICA,TV D ROMUALDO DE SEIXAS,978,,AP 104,UMARIZAL,66013090,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406150381&VEstado=15&VCodMunicipio=150140,1501406150381,15,150140,5407df6af879f435299d3289
JOELMA FERNANDA CAMPOS BEZERRA DE OLIVEIRA,6197817,,JOELMA FERNANDA CAMPOS BEZERRA DE OLIVEIRA,--,FÍSICA,TRAVESSA SAO PEDRO,566,32241574,SALA 606,BATISTA CAMPOS,66023705,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,01330/08,SMS,13/08/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406197817&VEstado=15&VCodMunicipio=150140,1501406197817,15,150140,5407df6af879f435299d328a
JOAO FREDERICO ALVES A FILHO,6184367,,JOAO FREDERICO ALVES A FILHO,--,FÍSICA,AV GEN DEODORO,248,,,UMARIZAL,66055240,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,1824/08,SMS,14/11/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406184367&VEstado=15&VCodMunicipio=150140,1501406184367,15,150140,5407df6cf879f435299d328b
JOAO DE JESUS VIANA PINHEIRO,6633692,,JOAO DE JESUS VIANA PINHEIRO,--,FÍSICA,ALMIRANTE WANDENKOLK,1243,9132120128,,UMARIZAL,66055030,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,SMS,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406633692&VEstado=15&VCodMunicipio=150140,1501406633692,15,150140,5407df6cf879f435299d328c
JOAO CARLOS PINA SARAIVA,5239877,,JOAO CARLOS PINA SARAIVA,--,FÍSICA,AV ALMTE BARROSO,1758,,,MARCO,66630505,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501405239877&VEstado=15&VCodMunicipio=150140,1501405239877,15,150140,5407df6cf879f435299d328d
JOAO CARLOS BARBOSA DE MELLO,5507111,,JOAO CARLOS BARBOSA DE MELLO,--,FÍSICA,TV NOVE DE JANEIRO,2110,(91) 30834541,SALA 701,SAO BRAS,66063260,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,00911/07,SMS,22/06/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501405507111&VEstado=15&VCodMunicipio=150140,1501405507111,15,150140,5407df6df879f435299d328e
JOAO SERGIO FONTES DO NASCIMENTO,5927072,,JOAO SERGIO FONTES DO NASCIMENTO,--,FÍSICA,TRAVESSA NOVE DE JANEIRO,456,,CONSULTORIO 5,UMARIZAL,66020040,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,00660-06,SES,05/06/2006,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501405927072&VEstado=15&VCodMunicipio=150140,1501405927072,15,150140,5407df6df879f435299d328f
JMH,3612481,02229233000196,JMH CONSULTORIOS MEDICOS AMBULATORIAIS SC LTDA,--,JURÍDICA,TV TUPINAMBAS,652,(91)32174125,1303,JURUNAS,66033810,BELEM - IBGE - 150140,PA,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,1413450,SMS,08/10/1996,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501403612481&VEstado=15&VCodMunicipio=150140,1501403612481,15,150140,5407df6ff879f435299d3290
JEREMIAS SANTOS ARAUJO VIEIRA,5454484,,JEREMIAS SANTOS ARAUJO VIEIRA,--,FÍSICA,PAS RAMOS,30,,,NAZARE,66000000,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501405454484&VEstado=15&VCodMunicipio=150140,1501405454484,15,150140,5407df6ff879f435299d3291
JENNIFER DE ALMEIDA MORIYA,7422237,,JENNIFER DE ALMEIDA MORIYA,--,FÍSICA,AV ALMIRANTE WANDENKOLK,1243,91 3223 - 2460,SALA 1406,NAZARE,66063560,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,2586/13,SMS,02/12/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501407422237&VEstado=15&VCodMunicipio=150140,1501407422237,15,150140,5407df6ff879f435299d3292
JOAO ALBERTO RAMOS MARADEI PEREIRA,3679713,,JOAO ALBERTO RAMOS MARADEI PEREIRA,--,FÍSICA,AV NAZARE,1203,(91)32426300,,NAZARE,66035170,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,2110174590,SMS,29/04/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501403679713&VEstado=15&VCodMunicipio=150140,1501403679713,15,150140,5407df6ff879f435299d3293
JESUS MAUES PINHEIRO JUNIOR,5150183,,JESUS MAUES PINHEIRO JUNIOR,--,FÍSICA,TRAV 09 DE JANEIRO,2110,,,CREMACAO,66063560,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501405150183&VEstado=15&VCodMunicipio=150140,1501405150183,15,150140,5407df70f879f435299d3294
JOAO AUGUSTO BARBOSA VIEIRA,6044700,,JOAO AUGUSTO BARBOSA VIEIRA,--,FÍSICA,AV SENADOR LEMOS,1271,,,TELEGRAFO,66013090,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,431,SMS,06/05/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406044700&VEstado=15&VCodMunicipio=150140,1501406044700,15,150140,5407df70f879f435299d3295
JANETE SILVA SHERRING,5448204,,JANETE SILVA SHERRING,--,FÍSICA,TV 03 DE MAIO,2865,,,S BRAZ,66063060,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501405448204&VEstado=15&VCodMunicipio=150140,1501405448204,15,150140,5407df70f879f435299d3296
JANETE SERRUYA BENTES,5024846,,JANETE SERRUYA BENTES,--,FÍSICA,R DOMINGOS MARREIROS,1792,3228 2607,SALA 01,UMARIZAL,66060160,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,1094005,SMS,26/07/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501405024846&VEstado=15&VCodMunicipio=150140,1501405024846,15,150140,5407df71f879f435299d3297
JANETE LEITE SIDRIM,6150470,,JANETE LEITE SIDRIM,--,FÍSICA,AV CONS FURTADO,2391,,,NAZARE,66013090,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406150470&VEstado=15&VCodMunicipio=150140,1501406150470,15,150140,5407df71f879f435299d3298
JANETH LIE YAMADA,6134092,,JANETH LIE YAMADA,--,FÍSICA,AV MAG BARATA,695,,,S BRAZ,66013090,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406134092&VEstado=15&VCodMunicipio=150140,1501406134092,15,150140,5407df73f879f435299d3299
JACY LEITE MATTOS,7138962,,JACY LEITE MATTOS,--,FÍSICA,TV DOM ROMUALDO DE SEIXAS,1830,91 3224-2662,,UMARIZAL,66055200,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,1342/12,SMS,02/08/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501407138962&VEstado=15&VCodMunicipio=150140,1501407138962,15,150140,5407df75f879f435299d329a
JALILE ARAUJO ISMAEL,6917054,,JALILE ARAUJO ISMAEL,--,FÍSICA,RUA ANTONIO BARRETO,130,91 3212-9216,SALA 506,UMARIZAL,66055050,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,0013/10,SMS,29/01/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406917054&VEstado=15&VCodMunicipio=150140,1501406917054,15,150140,5407df75f879f435299d329b
JACILENE CASSEB SILVA,5936195,,JACILENE CASSEB SILVA,--,FÍSICA,AV CONS FURTADO,2391,,SL 805,CREMACAO,66040100,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501405936195&VEstado=15&VCodMunicipio=150140,1501405936195,15,150140,5407df75f879f435299d329c
JANDIRA ORSANO REIS GASPAR,7084692,,JANDIRA ORSANO REIS GASPAR,--,FÍSICA,TV CHACO,680,91 3083-0516,,PEDREIRA,66093020,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,6816/12,SMS,08/08/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501407084692&VEstado=15&VCodMunicipio=150140,1501407084692,15,150140,5407df75f879f435299d329d
JACQUELINE SILVA BOCCHIO,7157258,,JACQUELINE SILVA BOCCHIO,--,FÍSICA,TV QUINTINO BACAIUVA,1219,91 8816 - 1000,,NAZARE,66053240,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,2402/12,SMS,12/11/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501407157258&VEstado=15&VCodMunicipio=150140,1501407157258,15,150140,5407df76f879f435299d329e
JAMILE CRISTINA PINHEIRO DE ASSUNCAO,5881102,,JAMILE CRISTINA PINHEIRO DE ASSUNCAO,--,FÍSICA,RUA PARIQUIS,2999,32268134,SALA 904,CREMACAO,66040320,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,21.1.004857-8,SMS,20/05/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501405881102&VEstado=15&VCodMunicipio=150140,1501405881102,15,150140,5407df76f879f435299d329f
IZA CRISTINA FERNANDES DE SOUZA,6157491,,IZA CRISTINA FERNANDES DE SOUZA,--,FÍSICA,AV NAZARE,532,,,NAZARE,66013090,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406157491&VEstado=15&VCodMunicipio=150140,1501406157491,15,150140,5407df78f879f435299d32a0
IVANETE DO SOCORRO ABRACADO AMARAL,6620264,,IVANETE DO SOCORRO ABRACADO AMARAL,--,FÍSICA,RUA ARCIPRESTES MANOEL TEODORO,734,91180222,,CAMPINA,66015040,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,01754/2009,SMS,30/11/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406620264&VEstado=15&VCodMunicipio=150140,1501406620264,15,150140,5407df78f879f435299d32a1
IVANA PORTELA MARIA GIORDANO,6130976,,IVANA PORTELA MARIA GIORDANO,--,FÍSICA,TV 14 DE MARCO,2272,,,CREMACAO,66013090,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406130976&VEstado=15&VCodMunicipio=150140,1501406130976,15,150140,5407df78f879f435299d32a2
J M DIREITO ALVARES,2332647,15338379000111,J M DIREITO ALVARES E CIA LTDA,--,JURÍDICA,AV CONSELHEIRO FURTADO,732,(91)2229143,,B CAMPOS,66025160,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501402332647&VEstado=15&VCodMunicipio=150140,1501402332647,15,150140,5407df79f879f435299d32a3
IVAN LOPES DE OLIVEIRA,6889751,,IVAN LOPES DE OLIVEIRA,--,FÍSICA,RUA RODOLFO CHERMONT,599,91 3243 - 4818,,MARAMBAIA,66615170,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,1696/11,SMS,22/08/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406889751&VEstado=15&VCodMunicipio=150140,1501406889751,15,150140,5407df7bf879f435299d32a4
IVANA MAIA BONNA,5103320,,IVANA MAIA BONNA,--,FÍSICA,AV ALMIRANTE WANDENKOLK,1243,,,UMARIZAL,66090360,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501405103320&VEstado=15&VCodMunicipio=150140,1501405103320,15,150140,5407df7bf879f435299d32a5
ITO SUMIO,3361780,,ITO SUMIO,--,FÍSICA,TRAV NOVE DE JANEIRO,1267,(91)2495427,,FATIMA,66060370,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,19881/04,,09/12/2004,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501403361780&VEstado=15&VCodMunicipio=150140,1501403361780,15,150140,5407df7bf879f435299d32a6
IURI AGUIAR DE MELO,3641791,,IURI AGUIAR DE MELO,--,FÍSICA,RUA DOMINGOS MARREIROS,256,(91)30860762,SALA 2,UMARIZAL,66055210,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,SERVIÇO SOCIAL AUTONOMO,INDIVIDUAL,727/05,SMS,06/10/2005,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501403641791&VEstado=15&VCodMunicipio=150140,1501403641791,15,150140,5407df7bf879f435299d32a7
ITC VERTEBRAL BELEM,7430000,13301563000161,TORRES E TORRES CLINICA DE FISIOTERAPIA LTDA,--,JURÍDICA,RUA DOMINGOS MARREIROS,1218,9132229170,,UMARIZAL,66055210,BELEM - IBGE - 150140,PA,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,0971/13,SMS,26/06/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501407430000&VEstado=15&VCodMunicipio=150140,1501407430000,15,150140,5407df7cf879f435299d32a8
ISADORA BRITO DE GONCALVES MARTOS,6847781,,ISADORA BRITO DE GONCALVES MARTOS,--,FÍSICA,AV SENADOR LEMOS,443,(091) 3222-1059,SALA 1004,UMARIZAL,66050000,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,7496,SMS,31/08/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406847781&VEstado=15&VCodMunicipio=150140,1501406847781,15,150140,5407df7ef879f435299d32a9
ISABELLE PURIFICACAO ALVES,5398525,,ISABELLE PURIFICACAO ALVES,--,FÍSICA,TV PE EUTIQUIO,543,,,CAMPINA,66013090,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501405398525&VEstado=15&VCodMunicipio=150140,1501405398525,15,150140,5407df7ef879f435299d32aa
ISABELLA RODRIGUES SIZO,6821995,,ISABELLA RODRIGUES SIZO,--,FÍSICA,AV ANTONIO BARRETO,130,83002308,SALA 1602,UMARIZAL,66055050,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,277/2011,SMS,11/04/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406821995&VEstado=15&VCodMunicipio=150140,1501406821995,15,150140,5407df7ef879f435299d32ab
ISABELLA HABER DE SOUZA LOBATO,6196047,,ISABELLA HABER DE SOUZA LOBATO,--,FÍSICA,TV QUINTINO BOCAIUVA,1249,,,REDUTO,66053240,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,1315,SMS,26/11/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406196047&VEstado=15&VCodMunicipio=150140,1501406196047,15,150140,5407df7ff879f435299d32ac
ISMAEL BARBOSA RAMOS,6626378,,ISMAEL BARBOSA RAMOS,--,FÍSICA,RUA OSVALDO DE CALDAS BRITO,921,,,JURUNAS,66013090,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406626378&VEstado=15&VCodMunicipio=150140,1501406626378,15,150140,5407df7ff879f435299d32ad
ISABEL CRISTINA DE SOUZA VENTURA,6169147,,ISABEL CRISTINA DE SOUZA VENTURA,--,FÍSICA,RUA DIOGO MOIA,630,32420938,SALA 05,UMARIZAL,66060140,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,00778/07,SMS,12/06/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406169147&VEstado=15&VCodMunicipio=150140,1501406169147,15,150140,5407df81f879f435299d32ae
ISABEL HELENA VELOSO DA SILVA NASCIMENTO,6791123,,ISABEL HELENA VELOSO DA SILVA NASCIMENTO,--,FÍSICA,TV MAURITI,2748,40061300,,MARCO,66093180,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,3500/11,SMS,01/04/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406791123&VEstado=15&VCodMunicipio=150140,1501406791123,15,150140,5407df81f879f435299d32af
IRON BRITO RODRIGUES,6169139,,IRON BRITO RODRIGUES,--,FÍSICA,TRAVESSA 14 DE MARCO,1299,30835707,,UMARIZAL,66055490,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,836/08,SMS,18/11/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406169139&VEstado=15&VCodMunicipio=150140,1501406169139,15,150140,5407df82f879f435299d32b0
ISA,3442748,07020303000115,INSTITUTO DE SAUDE AUDITIVA SS LTDA,--,JURÍDICA,RUA DIOGO MOIA,548,(91)2129849,B,UMARIZAL,66055170,BELEM - IBGE - 150140,PA,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,01017/2008,SMS,09/07/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501403442748&VEstado=15&VCodMunicipio=150140,1501403442748,15,150140,5407df82f879f435299d32b1
ISABEL CRISTINA DE SOUZA VENTURA,5610214,,ISABEL CRISTINA DE SOUZA VENTURA,--,FÍSICA,RUA DIOGO MOIA,630,32420938,SALA 05,UMARIZAL,66060140,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,00778/07,SMS,12/06/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501405610214&VEstado=15&VCodMunicipio=150140,1501405610214,15,150140,5407df82f879f435299d32b2
ISABEL CRISTINA DE SOUZA VENTURA,6197809,,ISABEL CRISTINA DE SOUZA VENTURA,--,FÍSICA,RUA DIOGO MOIA,630,32420938,SALA 05,UMARIZAL,66060140,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,00778/07,SMS,12/06/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501406197809&VEstado=15&VCodMunicipio=150140,1501406197809,15,150140,5407df83f879f435299d32b3
IRMAOS OLIVEIRA MEDICINA E ODONTOLOGIA,5875560,08201872000120,CONSULTORIO MEDICO ODONTOLOGICO OLIVEIRA S S LTDA,--,JURÍDICA,AVENIDA GENTIL BITTENCOURT,2095,(91)3259-46-00,SALA 2,SAO BRAS,66063090,BELEM - IBGE - 150140,PA,CONSULTORIO ISOLADO,,PRIVADA,MUNICIPAL,EMPRESA PRIVADA,INDIVIDUAL,294/2008,SES,31/03/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=1501405875560&VEstado=15&VCodMunicipio=150140,1501405875560,15,150140,5407df83f879f435299d32b4
